Company,Role,Location,Application/Link,Work Model,Date Posted
Bronx district attorney,IT Systems Engineer,"New York, NY",https://cityjobs.nyc.gov,,"Apr 30, 2024"
Dept of environment protection,Stormwater Inspector,"New York, NY",,On Site,"Jan 2, 2024"
Dept of design & construction,Surveyor,"New York, NY",,,"Mar 26, 2024"
Department of buildings,Assistant Chief Plan Examiner,"New York, NY",,,"Nov 13, 2024"
Office of the comptroller,Director of Accounting Standards and Risk Management,"New York, NY",,,"Oct 4, 2024"
Hra/dept of social services,MEDICAID HELPLINE AGENT,"New York, NY",,,"Nov 6, 2023"
Hra/dept of social services,CASE MANAGEMENT SUPERVISOR,"New York, NY",,,"Oct 4, 2024"
Dept of environment protection,Data Analyst,"New York, NY",,,"May 12, 2023"
Dept of health/mental hygiene,"College Aide, Bureau of Food Safety and Community Sanitation","New York, NY",https://a127-jobs.nyc.gov,,"Apr 19, 2024"
Dept of environment protection,WATERSHED MAINTAINER,"New York, NY",,,"Aug 13, 2023"
Housing preservation & dvlpmnt,"Chief Compliance Officer, Associate Commissioner for Compliance & Risk Management","New York, NY",,,"Nov 25, 2024"
Dept of design & construction,Project Manager,"New York, NY",,,"Jun 14, 2024"
Department of transportation,BOB- Assistant Civil Engineer,"New York, NY",https://www.nyc.gov,On Site,"Jun 12, 2024"
Department of transportation,BOB- Engineer-In-Charge,"New York, NY",,On Site,"Mar 2, 2024"
Dept of environment protection,Project Manager Intern,"New York, NY",,,"May 10, 2024"
Dept of health/mental hygiene,"Laboratory Microbiologist II, Bureau of the Public Health Laboratory","New York, NY",https://a127-jobs.nyc.gov,,"Jan 26, 2024"
Department for the aging,Associate Investigator - (Per-Diem),"New York, NY",https://http://cityshare.nycnet,,"Nov 21, 2024"
Dept of environment protection,Associate Staff Analyst,"New York, NY",,On Site,"Aug 9, 2022"
Office of emergency management,INTERAGENCY TRAINING SPECIALIST,"New York, NY",https://cityjobs.nyc.gov,On Site,"Jul 19, 2024"
Office of the comptroller,Director of Accounts Payable and Sub-Imprest Funds,"New York, NY",,,"Feb 16, 2024"
Bronx district attorney,Onboarding Coordinator,"New York, NY",https://www.nyc.gov,,"Dec 4, 2023"
Dept of environment protection,Civil Engineering Intern,"New York, NY",,On Site,"Aug 14, 2024"
Department of transportation,Contract Coordinator,"New York, NY",https://www.nyc.gov,On Site,"Jul 17, 2023"
Office of management & budget,Analyst  Energy Efficiency and Modernization,"New York, NY",https://www.nyc.gov,On Site,"Aug 7, 2024"
Department of transportation,Associate Investigator,"New York, NY",https://hrb.nycaps.nycnet,,"Aug 6, 2024"
Nyc housing authority,CARETAKER P,"New York, NY",,,"Nov 15, 2024"
Department of correction,Cook,"New York, NY",https://www.nyc.gov,,"Jun 30, 2022"
Department of city planning,Pipeline Manager,"New York, NY",,,"Aug 1, 2024"
Department of city planning,Deputy Director of Planning Support,"New York, NY",,,"Nov 21, 2024"
Dept of health/mental hygiene,"Associate Laboratory Microbiologist II, Bureau of the Public Health Laboratory","New York, NY",https://a127-jobs.nyc.gov,,"Jan 26, 2024"
Dept of design & construction,Project Executive,"New York, NY",,,"Sep 24, 2024"
Department of transportation,Senior Project Coordinator â Public Realm,"New York, NY",https://www.nyc.gov,On Site,"Mar 21, 2024"
Bronx district attorney,General Crimes Bureau: Trial Preparation Assistant LV III,"New York, NY",,,"Nov 19, 2024"
Dept of environment protection,Procurement Analyst,"New York, NY",,On Site,"Nov 16, 2022"
Dept of health/mental hygiene,"Laboratory Associate, Bureau of the Public Health Laboratory","New York, NY",,,"Oct 9, 2024"
Dept of health/mental hygiene,"Clinic Manager, Bureau of Public Health Clinics","New York, NY",https://a127-jobs.nyc.gov,,"Jun 18, 2024"
Hra/dept of social services,CASE MANAGEMENT SUPERVISOR,"New York, NY",,,"May 28, 2024"
Nyc housing authority,Senior Environmental Compliance Analyst,"New York, NY",,,"Oct 15, 2024"
Department of transportation,Project Manager,"New York, NY",https://hrb.nycaps.nycnet,,"Jan 18, 2024"
Hra/dept of social services,QUALITY CONTROL CASE REVIEWER,"New York, NY",,On Site,"Aug 14, 2024"
Housing preservation & dvlpmnt,Payment Inquiry Liaison - Office of OFA for the Division of Fiscal Affairs/Accounts Payable,"New York, NY",,On Site,"Nov 15, 2024"
Dept of environment protection,"Director, Project Delivery","New York, NY",,On Site,"Jan 9, 2023"
Dept of design & construction,M/WBE Outreach and Compliance Analyst,"New York, NY",,,"Aug 29, 2024"
Dept of environment protection,Environmental Engineering Intern,"New York, NY",,,"Jun 3, 2024"
Law department,"Assistant Corporation Counsel, Tort Division","New York, NY",,,"Apr 2, 2024"
Dept of environment protection,AREA ENGINEER - ADMINISTRATIVE ENGINEER,"New York, NY",,On Site,"Nov 27, 2023"
Dept of environment protection,CHIEF MARINE ENGINEER (DIESEL),"New York, NY",,On Site,"Oct 6, 2023"
Dept of health/mental hygiene,"Perinatal Mental Health Program Coordinator, Bureau of Children, Youth, and Families","New York, NY",,,"Sep 19, 2024"
Hra/dept of social services,ENROLLMENT SPECIALIST,"New York, NY",,,"Aug 21, 2024"
Dept of design & construction,Jr. Project Manager,"New York, NY",https://http://www.nyc.gov,On Site,"Sep 20, 2023"
Hra/dept of social services,MEDICAID ELIGIBILITY,"New York, NY",,,"Aug 12, 2024"
Admin for children's svcs,Unit Supervisor,"New York, NY",,,"Nov 15, 2024"
Dept of environment protection,City Research Scientist II,"New York, NY",,,"Apr 29, 2024"
Dept of environment protection,Associate Deputy Director,"New York, NY",,On Site,"Jan 22, 2024"
Dept of health/mental hygiene,"Associate Laboratory Microbiologist I, Bureau of the Public Health Laboratory","New York, NY",https://a127-jobs.nyc.gov,,"May 21, 2024"
Hra/dept of social services,STOCK WORKER II,"New York, NY",,On Site,"Jul 17, 2024"
Admin for children's svcs,EEO Officer,"New York, NY",https://cityjobs.nyc.gov,On Site,"Feb 8, 2024"
Dept. of homeless services,CRISSIS COORDINATOR,"New York, NY",,On Site,"Jul 2, 2024"
Hra/dept of social services,UNIT CLERK,"New York, NY",,On Site,"Oct 25, 2022"
Dept of health/mental hygiene,"Assistant Commissioner, Health Promotion of Justice- Impacted Populations","New York, NY",https://a127-jobs.nyc.gov,,"Sep 12, 2023"
Department of transportation,PRP - Senior Engineer,"New York, NY",https://cityjobs.nyc.gov,On Site,"Sep 21, 2024"
Nyc housing authority,"Project Manager â Alternative Delivery, NYC Housing Preservation Trust","New York, NY",,,"Nov 4, 2024"
Taxi & limousine commission,Senior Application Developer,"New York, NY",,On Site,"Sep 27, 2024"
Department of correction,Psychologist (Part-Time),"New York, NY",https://www.nyc.gov,,"Apr 8, 2022"
Nyc employees retirement sys,"Agency Attorney, Level III","New York, NY",,,"Nov 21, 2024"
Office of management & budget,College Aide  Environmental Sustainability and Resiliency,"New York, NY",https://www.nyc.gov,On Site,"Sep 19, 2024"
Dept of health/mental hygiene,"Child Care Inspector, Bureau of Childcare","New York, NY",https://a127-jobs.nyc.gov,,"Jun 17, 2024"
Hra/dept of social services,SENIOR BUSINESS ANALYST,"New York, NY",,On Site,"Jun 7, 2024"
Dept of design & construction,Senior Coordinator (Sustainability),"New York, NY",,,"Jan 18, 2024"
Consumer and worker protection,Data Scientist â Workersâ Rights - 679732,"New York, NY",https://studentaid.ed.gov,,"Sep 12, 2024"
Admin for children's svcs,Unit Supervisor,"New York, NY",,,"Jun 30, 2022"
Dept of environment protection,"Assistant Commissioner, OD&HR","New York, NY",https://www1.nyc.gov,On Site,"Apr 11, 2023"
Department of transportation,Grants Compliance Officer,"New York, NY",https://hrb.nycaps.nycnet,On Site,"Nov 25, 2024"
Dept of environment protection,ACCOUNTABLE MANAGER,"New York, NY",,On Site,"Feb 27, 2023"
President borough of manhattan,Director of Land Use and Planning,"New York, NY",,,"Oct 9, 2024"
Department of transportation,Records Associate (Per Diem),"New York, NY",https://hrb.nycaps.nycnet,On Site,"Nov 2, 2022"
Nyc housing authority,Community Planner,"New York, NY",,,"Nov 21, 2024"
Dept of health/mental hygiene,"Laboratory Microbiologist II, Bureau of the Public Health Laboratory","New York, NY",https://a127-jobs.nyc.gov,,"Jan 26, 2024"
Dept of design & construction,Capital / Scope Engineer,"New York, NY",,,"Jan 16, 2024"
Housing preservation & dvlpmnt,"Assistant Commissioner for Housing Policy, Office of Policy & Strategy","New York, NY",,,"Nov 20, 2024"
Hra/dept of social services,CORRESPONDENCE REPRESENTATIVE,"New York, NY",,,"Oct 10, 2024"
Dept of environment protection,CONTRACT ADMINISTRATOR,"New York, NY",,On Site,"Feb 16, 2024"
Hra/dept of social services,QUALITY CONTROL CASE REVIEW SUPERVISOR,"New York, NY",,,"Dec 13, 2023"
Dept of environment protection,Cost Estimating Manager,"New York, NY",,,"Jan 22, 2024"
Hra/dept of social services,SENIOR PROGRAM INTEGRITY SPECIALIST,"New York, NY",,,"Jun 28, 2024"
Bronx district attorney,Integration Engineer,"New York, NY",https://cityjobs.nyc.gov,,"Apr 4, 2024"
Department of transportation,EEO Investigator,"New York, NY",https://hrb.nycaps.nycnet,On Site,"Nov 18, 2023"
Hra/dept of social services,"EXECUTIVE DIRECTOR, HRA TECHNOLOGY/ELIGIBILITY SYSTEMS","New York, NY",,,"Aug 15, 2022"
Department of transportation,College Aide,"New York, NY",https://www.nyc.gov,On Site,"Apr 18, 2023"
Dept of environment protection,Assistant Civil Engineer,"New York, NY",,,"Apr 8, 2023"
Dept of environment protection,ASSISTANT PROJECT MANAGER,"New York, NY",,,"Apr 30, 2024"
Dept of environment protection,Region Supervisor,"New York, NY",,On Site,"Jun 8, 2022"
Dept of environment protection,EHS Regional Manager,"New York, NY",,,"Jul 30, 2024"
Dept of environment protection,Wastewater Systems Operation Specialist Apprentice - 2 positions,"New York, NY",,On Site,"Nov 25, 2022"
Nyc housing authority,Supervisor Electrician,"New York, NY",,,"Apr 13, 2022"
Nyc housing authority,AGENCY ATTORNEY L2,"New York, NY",,,"Sep 30, 2024"
Dept of health/mental hygiene,"Data Collector,  Bureau of Hepatitis, HIV, and STI","New York, NY",,,"Oct 9, 2024"
Dept of design & construction,Senior Project Controls Specialist,"New York, NY",,,"Aug 5, 2024"
Bronx community board #1,COMMUNITY ASSOCIATE,"New York, NY",https://www.nyc.gov,,"Nov 7, 2024"
Housing preservation & dvlpmnt,Case Manager for the Division of Tenant and Owner Resources,"New York, NY",,,"Oct 1, 2024"
Dept of environment protection,Assistant Project Engineer,"New York, NY",,On Site,"Apr 29, 2024"
Manhattan community board #3,Community Associate,"New York, NY",,,"Oct 22, 2024"
Bronx district attorney,IT Systems Engineer,"New York, NY",,,"Apr 29, 2024"
Dept of design & construction,Director,"New York, NY",,,"Nov 6, 2023"
Dept of health/mental hygiene,Quickie Supervisor,"New York, NY",,,"Sep 9, 2024"
Nyc housing authority,Assistant Project Manager,"New York, NY",,,"Oct 22, 2024"
Hra/dept of social services,INSPECTOR 1ST COMMAND â PATROL OPERATIONS,"New York, NY",,On Site,"Jul 31, 2024"
Department of transportation,Administrative Support / Searcher,"New York, NY",https://hrb.nycaps.nycnet,On Site,"Feb 13, 2024"
Department of transportation,New Mobility Policy Analyst,"New York, NY",https://hrb.nycaps.nycnet,On Site,"May 30, 2024"
Dept of design & construction,Engineer-In-Charge,"New York, NY",,,"Sep 30, 2024"
Bronx district attorney,IT Systems Engineer,"New York, NY",,,"Apr 29, 2024"
Dept of environment protection,Stormwater Inspector,"New York, NY",,,"May 4, 2023"
Dept of health/mental hygiene,"Business Analyst/Project Coordinator, Bureau of Public Health Clinics","New York, NY",,,"Oct 29, 2024"
Office of criminal justice,"Director of Expert and Ancillary Services, Assigned Counsel Plan","New York, NY",,,"Jul 15, 2024"
Dept of environment protection,Supervisor Electrician,"New York, NY",,,"Jul 14, 2023"
Bronx district attorney,Deputy Bureau Chief-Crime Strategies Bureau,"New York, NY",,,"Aug 11, 2024"
Department of transportation,College Aide,"New York, NY",https://www.nyc.gov,On Site,"Apr 18, 2023"
Department of transportation,Freight Planner,"New York, NY",https://www.nyc.gov,On Site,"Apr 10, 2024"
President borough of manhattan,Policy Director,"New York, NY",,,"Nov 13, 2024"
Dept of design & construction,Senior Traffic Engineer,"New York, NY",,,"Dec 19, 2023"
Dept of environment protection,"Division Chief, EHS Performance Improvement Support","New York, NY",,On Site,"Aug 14, 2024"
Housing preservation & dvlpmnt,"Attorney, Compliance and Enforcement","New York, NY",,,"Nov 25, 2024"
Department of transportation,Project Coordinator - Public Realm,"New York, NY",https://www.nyc.gov,On Site,"Mar 21, 2024"
Department of transportation,Deputy Director,"New York, NY",https://www.nyc.gov,On Site,"Sep 20, 2023"
Dept of design & construction,Data Analytics Specialist,"New York, NY",,,"Jul 17, 2024"
Dept of health/mental hygiene,Quality Assurance Specialist Permits and Licensing. Bureau of Environmental Health Administration,"New York, NY",https://a127-jobs.nyc.gov,,"Jul 2, 2024"
Dept of environment protection,EEO Investigator Specialist,"New York, NY",https://www1.nyc.gov,On Site,"Jul 14, 2023"
Dept of environment protection,Construction Project Manager I - Lead Water Service Line Replacement Program,"New York, NY",,,"Aug 14, 2024"
Dept of design & construction,Deputy Director,"New York, NY",https://http://www.nyc.gov,On Site,"Aug 8, 2023"
Department of transportation,Business Analyst,"New York, NY",https://hrb.nycaps.nycnet,,"Jun 20, 2024"
Hra/dept of social services,Unit Clerk,"New York, NY",,,"May 8, 2024"
Dept. of homeless services,INTAKE WORKER,"New York, NY",,On Site,"Feb 22, 2024"
Dept of design & construction,Environmental Project Manager,"New York, NY",,,"Dec 28, 2023"
Dept of health/mental hygiene,"Physician-in-Charge, Bureau of Public Health Clinics","New York, NY",,,"Nov 21, 2024"
Nyc housing authority,CARETAKER X (HA),"New York, NY",,,"Nov 8, 2024"
Hra/dept of social services,SENIOR PROJECT LEADER,"New York, NY",,,"Oct 7, 2024"
Dept of design & construction,Project Manager,"New York, NY",,,"Aug 12, 2024"
Hra/dept of social services,CASE MANAGEMENT SUPERVISOR,"New York, NY",,,"Oct 4, 2024"
Office of the comptroller,Budget Research Analyst,"New York, NY",,,"Oct 4, 2024"
Hra/dept of social services,FAIR HEARING ELIGIBLITY SPECIALIST,"New York, NY",,,"Oct 9, 2024"
Department of transportation,Chief of Bikes and Micromobility,"New York, NY",https://www.nyc.gov,On Site,"Mar 15, 2024"
Department of correction,"Deputy Director, Investigations","New York, NY",https://www.nyc.gov,,"Nov 7, 2024"
Dept of citywide admin svcs,"Senior Program Manager, Design Build","New York, NY",https://www.nyc.gov,,"Oct 23, 2024"
Department of transportation,Project Engineer,"New York, NY",https://www.nyc.gov,On Site,"Sep 24, 2022"
Dept of environment protection,EHS Program Liaison,"New York, NY",,,"Apr 1, 2024"
Hra/dept of social services,CASE MANAGEMENT TEAM LEADER,"New York, NY",,,"Aug 15, 2024"
Dept of health/mental hygiene,"Early Intervention Official Designee, Bureau of Early Intervention","New York, NY",https://a127-jobs.nyc.gov,,"Feb 28, 2024"
Department of transportation,Project Manager,"New York, NY",https://hrb.nycaps.nycnet,,"Jan 18, 2024"
District attorney richmond cou,Assistant District Attorney,"New York, NY",https://a127-jobs.nyc.gov,,"Nov 4, 2024"
Dept of design & construction,Supervisor of Operations Procurement,"New York, NY",,,"Sep 12, 2024"
Dept of environment protection,DESIGN ENGINEER INTERN,"New York, NY",,,"Nov 6, 2024"
Dept of health/mental hygiene,"Early Intervention Official Designee, Bureau of Early Intervention","New York, NY",https://a127-jobs.nyc.gov,,"Dec 15, 2023"
Dept of environment protection,Assistant Process Engineer,"New York, NY",,On Site,"Aug 22, 2022"
Dept of design & construction,Executive Director of Payroll & Time Management,"New York, NY",,,"Jul 2, 2024"
Off of payroll administration,Union Deductions Associate,"New York, NY",,,"Aug 14, 2024"
Dept of environment protection,DESIGN ENGINEER INTERN,"New York, NY",,,"Apr 29, 2024"
Dept of health/mental hygiene,"Community Educator, Bureau of Environmental Disease and Injury Prevention","New York, NY",https://a127-jobs.nyc.gov,,"Jan 16, 2024"
Dept of health/mental hygiene,Science Water Ecologist,"New York, NY",,,"Aug 22, 2024"
Hra/dept of social services,UNIT SUPERVISOR,"New York, NY",,On Site,"Jul 10, 2023"
Dept of health/mental hygiene,"Reporting Analyst, Finance Administration and Planning","New York, NY",,,"Aug 21, 2024"
Dept of health/mental hygiene,"Reporting Analyst, Bureau of Controller/Fiscal Management","New York, NY",https://a127-jobs.nyc.gov,,"Apr 9, 2024"
Campaign finance board,ASSOCIATE COUNSEL (2 POSITIONS),"New York, NY",,,"Nov 19, 2024"
Bronx district attorney,Assistant District Attorney -  Various Bureau,"New York, NY",https://cityjobs.nyc.gov,,"Mar 15, 2024"
